COMPANY NAME,SECURITY TYPE,Symbol_x,ISSUE START DATE,ISSUE END DATE,Issue_price_Upper_Limit,Issue_price_Lower_Limit,ISSUE_Price_RANGE,Listing Date,Issue Amount (Rs.cr.),Market Cap (IPO) (Rs.cr.),Market Cap on Close Price on Listing (Rs.cr.),% Gain / loss on Listing,Wealth creation w.r.t. Close Price on Listing (%),Opening Date,Issue Price (Rs.),QIB,NII,RII,TOTAL,Open Price on Listing (Rs.),Close Price on Listing (Rs.),% Gain / Loss (Issue price v/s Close price on Listing),ISSUE_START_Nifty_OPEN,ISSUE_START_Nifty_CLOSE,ISSUE_START_Nifty_HIGH,ISSUE_START_Nifty_LOW,ISSUE_END_Nifty_OPEN,ISSUE_END_Nifty_CLOSE,ISSUE_END_Nifty_HIGH,ISSUE_END_Nifty_LOW
ADITYA BIRLA SUN LIFE AMC,EQ,ABSLAMC,2021-09-29,2021-10-01,712,695,17,2021-10-11,2768.26,20505.6,20144.16,-1.76,7.51,2021-09-29,712.0,4.74,2.71,2.36,3.58,715.0,699.45,-1.76,17657.95,17711.3,17781.75,17608.15,17531.9,17532.05,17557.15,17452.9
SANSERA ENGINEERING,EQ,SANSERA,2021-09-14,2021-09-16,744,734,10,2021-09-24,1282.52,3822.51,4205.53,10.02,107.59,2021-09-14,744.0,11.19,11.16,2.34,8.03,811.5,818.55,10.02,17420.35,17380.0,17438.55,17367.05,17539.2,17629.5,17644.6,17510.45
AMI ORGANICS,EQ,AMIORG,2021-09-01,2021-09-03,610,603,7,2021-09-14,569.64,2222.66,3406.87,53.28,25.81,2021-09-01,610.0,34.65,155.84,11.3,44.66,910.0,935.0,53.28,17185.6,17076.25,17225.75,17055.05,17262.45,17323.6,17340.1,17212.2
AMI ORGANICS,EQ,AMIORG,2021-09-01,2021-09-03,610,603,7,2021-09-14,569.64,2222.66,3406.87,53.28,25.81,2021-09-01,610.0,34.65,155.84,11.3,44.66,910.0,935.0,53.28,17185.6,17076.25,17225.75,17055.05,17262.45,17323.6,17340.1,17212.2
AMI ORGANICS,EQ,AMIORG,2021-09-01,2021-09-03,610,603,7,2021-09-14,569.64,2222.66,3406.87,53.28,25.81,2021-09-01,610.0,34.65,155.84,11.3,44.66,910.0,935.0,53.28,17185.6,17076.25,17225.75,17055.05,17262.45,17323.6,17340.1,17212.2
AMI ORGANICS,EQ,AMIORG,2021-09-01,2021-09-03,610,603,7,2021-09-14,569.64,2222.66,3406.87,53.28,25.81,2021-09-01,610.0,34.65,155.84,11.3,44.66,910.0,935.0,53.28,17185.6,17076.25,17225.75,17055.05,17262.45,17323.6,17340.1,17212.2
VIJAYA DIAGNOSTIC CENTRE,EQ,VIJAYA,2021-09-01,2021-09-03,531,522,9,2021-09-14,1894.43,5414.39,6322.91,16.78,59.72,2021-09-01,531.0,5.84,0.88,0.7,3.29,540.0,620.1,16.78,17185.6,17076.25,17225.75,17055.05,17262.45,17323.6,17340.1,17212.2
APTUS VALUE HOUSING FINANCE INDIA,EQ,APTUS,2021-08-10,2021-08-12,353,346,7,2021-08-24,2780.05,17494.0,17191.69,-1.73,-15.72,2021-08-10,353.0,13.58,32.71,1.04,12.06,333.0,346.9,-1.73,16274.8,16280.1,16359.25,16202.25,16303.65,16364.4,16375.5,16286.9
CHEMPLAST SANMAR,EQ,CHEMPLASTS,2021-08-10,2021-08-12,541,530,11,2021-08-24,3850.0,8553.73,8468.35,-1.0,-51.19,2021-08-10,541.0,1.72,1.02,1.64,1.61,550.0,535.6,-1.0,16274.8,16280.1,16359.25,16202.25,16303.65,16364.4,16375.5,16286.9
CARTRADE TECH,EQ,CARTRADE,2021-08-09,2021-08-11,1618,1585,33,2021-08-20,2998.51,7415.95,6879.92,-7.23,78.1,2021-08-09,1618.0,14.73,39.85,2.3,14.15,1599.8,1501.05,-7.23,16281.35,16258.25,16320.75,16179.05,16327.3,16282.25,16338.75,16162.55
WINDLAS BIOTECH,EQ,WINDLAS,2021-08-04,2021-08-06,460,448,12,2021-08-16,401.54,1002.54,887.36,-11.49,92.07,2021-08-04,460.0,10.23,14.76,20.59,14.54,437.0,407.15,-11.49,16195.25,16258.8,16290.2,16176.15,16304.4,16238.2,16336.75,16223.3
KRSNAA DIAGNOSTICS,EQ,KRSNAA,2021-08-04,2021-08-06,954,933,21,2021-08-16,1213.33,2996.23,3099.88,3.46,-25.46,2021-08-04,954.0,20.55,114.47,37.15,35.65,1005.55,987.0,3.46,16195.25,16258.8,16290.2,16176.15,16304.4,16238.2,16336.75,16223.3
DEVYANI INTERNATIONAL,EQ,DEVYANI,2021-08-04,2021-08-06,90,86,4,2021-08-16,1838.0,10822.71,14851.17,37.22,8.77,2021-08-04,90.0,38.63,212.03,34.0,64.01,140.9,123.5,37.22,16195.25,16258.8,16290.2,16176.15,16304.4,16238.2,16336.75,16223.3
ROLEX RINGS,EQ,ROLEXRINGS,2021-07-28,2021-07-30,900,880,20,2021-08-09,731.0,2451.0,3178.13,29.67,-88.58,2021-07-28,900.0,57.88,355.67,21.67,89.88,1250.0,1167.0,29.67,15761.55,15709.4,15767.5,15513.45,15800.6,15763.05,15862.8,15744.85
GLENMARK LIFE SCIENCES,EQ,GLS,2021-07-27,2021-07-29,720,695,25,2021-08-06,1513.6,8821.96,9171.16,3.96,18.72,2021-07-27,720.0,15.51,124.82,12.98,31.02,750.0,748.5,3.96,15860.5,15746.45,15881.55,15701.0,15762.7,15778.45,15817.35,15737.8
TATVA CHINTAN PHARMA CHEM,EQ,TATVA,2021-07-16,2021-07-20,1083,1073,10,2021-07-29,500.0,2400.48,5125.01,113.5,-37.83,2021-07-16,1083.0,76.15,503.11,31.37,124.52,2111.85,2312.2,113.5,15958.35,15923.4,15962.25,15882.6,15703.95,15632.1,15728.45,15578.55
ZOMATO,EQ,ZOMATO,2021-07-14,2021-07-16,76,72,4,2021-07-23,9375.0,59623.37,98731.59,65.59,136.83,2021-07-14,76.0,22.53,34.44,6.34,22.58,115.0,125.85,65.59,15808.7,15853.95,15877.35,15764.2,15958.35,15923.4,15962.25,15882.6
G R INFRAPROJECTS,EQ,GRINFRA,2021-07-07,2021-07-09,837,828,9,2021-07-19,962.37,8092.87,16892.54,108.73,-41.27,2021-07-07,837.0,68.18,236.95,11.11,72.11,1715.85,1747.1,108.73,15819.6,15879.65,15893.55,15779.7,15688.25,15689.8,15730.85,15632.75
CLEAN SCIENCE AND TECHNOLOGY,EQ,CLEAN,2021-07-07,2021-07-09,900,880,20,2021-07-19,1546.62,9559.71,16838.36,76.14,-42.77,2021-07-07,900.0,65.42,206.03,8.09,66.45,1755.0,1585.25,76.14,15819.6,15879.65,15893.55,15779.7,15688.25,15689.8,15730.85,15632.75
INDIA PESTICIDES,EQ,IPL,2021-06-23,2021-06-25,296,290,6,2021-07-05,800.0,3408.84,3951.84,15.93,-50.76,2021-06-23,296.0,18.11,52.96,9.66,20.38,350.0,343.15,15.93,15862.8,15686.95,15862.95,15673.95,15839.35,15860.35,15870.8,15772.3
KRISHNA INSTITUTE OF MEDICAL SCIENCES,EQ,KIMS,2021-06-16,2021-06-18,825,815,10,2021-06-28,2143.74,6602.46,7978.58,20.84,-33.54,2021-06-16,825.0,2.74,1.81,2.13,2.52,1009.0,996.95,20.84,15847.5,15767.55,15880.85,15742.6,15756.5,15683.35,15761.5,15450.9
DODLA DAIRY,EQ,DODLA,2021-06-16,2021-06-18,428,421,7,2021-06-28,520.18,2546.29,3628.46,42.5,100.13,2021-06-16,428.0,34.55,73.33,9.7,31.67,550.0,609.9,42.5,15847.5,15767.55,15880.85,15742.6,15756.5,15683.35,15761.5,15450.9
SONA BLW PRECISION FORGINGS,EQ,SONACOMS,2021-06-14,2021-06-16,291,285,6,2021-06-24,5550.0,16973.73,21068.43,24.12,36.35,2021-06-14,291.0,2.03,0.36,1.21,1.69,301.0,361.2,24.12,15791.4,15811.85,15823.05,15606.5,15847.5,15767.55,15880.85,15742.6
SHYAM METALICS AND ENERGY,EQ,SHYAMMETL,2021-06-14,2021-06-16,306,303,3,2021-06-24,908.8,7805.47,9594.86,22.92,112.93,2021-06-14,306.0,63.52,334.48,10.0,84.58,380.0,376.15,22.92,15791.4,15811.85,15823.05,15606.5,15847.5,15767.55,15880.85,15742.6
MACROTECH DEVELOPERS,EQ,LODHA,2021-04-07,2021-04-09,486,483,3,2021-04-19,2500.0,21739.67,20811.49,-4.27,134.52,2021-04-07,486.0,1.83,1.02,0.24,1.14,436.0,465.25,-4.27,14716.45,14819.05,14879.8,14649.85,14882.65,14834.85,14918.45,14785.65
BARBEQUE-NATION HOSPITALITY,EQ,BARBEQUE,2021-03-24,2021-03-26,500,498,2,2021-04-07,452.87,1877.15,2206.77,17.56,-61.74,2021-03-24,500.0,2.65,3.06,9.22,3.35,489.85,587.8,17.56,14712.45,14549.4,14752.35,14535.0,14506.3,14507.3,14572.9,14414.25
SURYODAY SMALL FINANCE BANK,EQ,SURYODAY,2021-03-17,2021-03-19,305,303,2,2021-03-26,581.98,3236.99,2948.31,-8.92,-50.66,2021-03-17,305.0,1.47,1.18,2.35,1.7,292.0,277.8,-8.92,14946.55,14721.3,14956.55,14696.05,14471.15,14744.0,14788.25,14350.1
NAZARA TECHNOLOGIES,EQ,NAZARA,2021-03-17,2021-03-19,1101,1100,1,2021-03-30,582.69,3352.86,4848.09,44.6,-85.82,2021-03-17,1101.0,42.3,387.66,67.76,96.29,1990.0,1592.0,44.6,14946.55,14721.3,14956.55,14696.05,14471.15,14744.0,14788.25,14350.1
KALYAN JEWELLERS INDIA,EQ,KALYANKJIL,2021-03-16,2021-03-18,87,86,1,2021-03-26,1174.82,8961.46,7746.0,-13.56,537.37,2021-03-16,87.0,1.75,1.35,2.18,1.84,73.95,75.2,-13.56,14996.1,14910.45,15051.6,14890.65,14855.5,14557.85,14875.2,14478.6
CRAFTSMAN AUTOMATION,EQ,CRAFTSMAN,2021-03-15,2021-03-17,1490,1488,2,2021-03-25,823.7,3148.12,3033.18,-3.65,388.72,2021-03-15,1490.0,2.7,2.27,2.73,2.64,1359.0,1435.6,-3.65,15048.4,14929.5,15048.4,14745.85,14946.55,14721.3,14956.55,14696.05
LAXMI ORGANIC INDUSTRIES,EQ,LXCHEM,2021-03-15,2021-03-17,130,129,1,2021-03-25,600.0,3427.62,4335.93,26.5,3.9,2021-03-15,130.0,71.29,218.79,18.03,74.78,155.5,164.45,26.5,15048.4,14929.5,15048.4,14745.85,14946.55,14721.3,14956.55,14696.05
EASY TRIP PLANNERS,EQ,EASEMYTRIP,2021-03-08,2021-03-10,187,186,1,2021-03-19,510.0,2031.66,2264.71,11.47,-96.31,2021-03-08,187.0,31.83,383.34,62.95,87.67,212.25,208.45,11.47,15002.45,14956.2,15111.15,14919.9,15202.15,15174.8,15218.45,15100.85
MTAR TECHNOLOGIES,EQ,MTARTECH,2021-03-03,2021-03-05,575,574,1,2021-03-15,596.41,1768.68,3329.73,88.26,116.67,2021-03-03,575.0,66.64,643.47,25.3,138.7,1050.0,1082.5,88.26,15064.4,15245.6,15273.15,14995.8,14977.95,14938.1,15092.35,14862.1
HERANBA INDUSTRIES,EQ,HERANBA,2021-02-23,2021-02-25,627,626,1,2021-03-05,625.24,3048.89,3048.89,0.0,-61.56,2021-02-23,627.0,27.59,266.77,10.52,57.49,900.0,627.0,0.0,14782.25,14707.8,14854.5,14651.85,15079.85,15097.35,15176.5,15065.35
RAILTEL CORPORATION OF INDIA,EQ,RAILTEL,2021-02-16,2021-02-18,94,93,1,2021-02-26,819.24,3016.82,3894.59,29.1,171.28,2021-02-16,94.0,26.74,72.48,14.76,29.24,109.0,121.35,29.1,15371.45,15313.45,15431.75,15242.2,15238.7,15118.95,15250.75,15078.05
STOVE KRAFT,EQ,STOVEKRAFT,2021-01-25,2021-01-28,385,384,1,2021-02-05,412.62,1253.1,1451.49,15.83,39.32,2021-01-25,385.0,3.86,31.64,21.05,9.75,498.0,445.95,15.83,14477.8,14238.9,14491.1,14218.6,13810.4,13817.55,13898.25,13713.25
HOME FIRST FINANCE COMPANY INDIA,EQ,HOMEFIRST,2021-01-21,2021-01-25,518,517,1,2021-02-03,1153.72,4526.64,4610.09,1.84,122.65,2021-01-21,518.0,21.91,37.68,5.76,18.62,618.8,527.55,1.84,14730.95,14590.35,14753.55,14517.25,14477.8,14238.9,14491.1,14218.6
INDIGO PAINTS,EQ,INDIGOPNTS,2021-01-20,2021-01-22,1490,1488,2,2021-02-02,1169.12,7087.78,14827.97,109.2,-60.42,2021-01-20,1490.0,76.5,261.93,13.74,81.62,2607.5,3117.15,109.2,14538.3,14644.7,14666.45,14517.55,14583.4,14371.9,14619.9,14357.75
ANTONY WASTE HANDLING CELL,EQ,AWHCL,2020-12-21,2020-12-23,315,313,2,2021-01-01,299.99,891.05,1152.28,29.32,9.28,2020-12-21,315.0,4.46,18.57,13.72,9.82,436.1,407.35,29.32,13741.9,13328.4,13777.5,13131.45,13473.5,13601.1,13619.45,13432.2
MRS. BECTORS FOOD SPECIALITIES,EQ,BECTORFOOD,2020-12-15,2020-12-17,288,286,2,2020-12-24,540.54,1691.9,3490.72,106.32,-54.36,2020-12-15,288.0,71.83,619.66,25.44,137.63,500.0,594.2,106.32,13547.2,13567.85,13589.65,13447.05,13713.55,13740.7,13773.25,13673.55
BURGER KING INDIA,EQ,BURGERKING,2020-12-02,2020-12-04,60,59,1,2020-12-14,810.0,2289.93,5152.34,125.0,-49.7,2020-12-02,60.0,35.18,357.06,56.92,85.64,112.5,135.0,125.0,13121.4,13113.75,13128.5,12983.55,13177.4,13258.55,13280.05,13152.85
GLAND PHARMA,EQ,GLAND,2020-11-09,2020-11-11,1500,1490,10,2020-11-20,6479.55,24492.42,29710.13,21.3,-7.75,2020-11-09,1500.0,3.16,0.5,0.19,1.72,1710.0,1819.55,21.3,12399.4,12461.05,12474.05,12367.35,12680.6,12749.15,12769.75,12571.1
EQUITAS SMALL FINANCE BANK,EQ,EQUITASBNK,2020-10-20,2020-10-22,33,32,1,2020-11-02,517.6,3756.23,3733.46,-0.61,78.96,2020-10-20,33.0,2.15,0.16,1.53,1.53,31.1,32.8,-0.61,11861.0,11896.8,11949.25,11837.25,11890.0,11896.45,11939.55,11823.45
UTI ASSET MANAGEMENT COMPANY,EQ,UTIAMC,2020-09-29,2020-10-01,554,552,2,2020-10-12,2159.88,7024.01,6037.61,-14.04,140.74,2020-09-29,554.0,1.96,0.58,1.97,1.75,500.0,476.2,-14.04,11288.6,11222.4,11305.4,11181.0,11364.45,11416.95,11428.6,11347.05
MAZAGON DOCK SHIPBUILDERS,EQ,MAZDOCK,2020-09-29,2020-10-01,145,135,10,2020-10-12,443.69,2924.51,3468.06,18.59,1329.89,2020-09-29,145.0,89.87,673.67,32.15,155.51,214.9,171.95,18.59,11288.6,11222.4,11305.4,11181.0,11364.45,11416.95,11428.6,11347.05
ANGEL BROKING,EQ,ANGELBRKG,2020-09-22,2020-09-24,306,305,1,2020-10-05,600.0,2503.05,2256.01,-9.87,841.01,2020-09-22,306.0,2.9,0.51,3.36,2.7,275.0,275.8,-9.87,11301.75,11153.65,11302.2,11084.65,11011.0,10805.55,11015.3,10790.2
COMPUTER AGE MANAGEMENT SERVICES,EQ,CAMS,2020-09-21,2020-09-23,1230,1229,1,2020-10-01,2243.12,6000.78,6837.96,13.95,-46.12,2020-09-21,1230.0,29.9,111.31,4.85,33.02,1518.0,1401.6,13.95,11503.8,11250.55,11535.25,11218.5,11258.75,11131.85,11259.55,11024.4
CHEMCON SPECIALITY CHEMICALS,EQ,CHEMCON,2020-09-21,2020-09-23,340,338,2,2020-10-01,318.0,1245.44,2142.16,72.0,-65.53,2020-09-21,340.0,44.62,445.91,35.79,101.72,731.0,584.8,72.0,11503.8,11250.55,11535.25,11218.5,11258.75,11131.85,11259.55,11024.4
ROUTE MOBILE,EQ,ROUTE,2020-09-09,2020-09-11,350,345,5,2020-09-21,600.0,1990.0,3703.11,86.09,3.73,2020-09-09,350.0,37.31,193.78,11.54,51.76,717.0,651.3,86.09,11218.6,11278.0,11298.15,11185.15,11447.8,11464.45,11493.5,11419.9
HAPPIEST MINDS TECHNOLOGIES,EQ,HAPPSTMNDS,2020-09-07,2020-09-09,166,165,1,2020-09-17,702.02,2437.94,5447.9,123.46,32.23,2020-09-07,166.0,31.96,348.43,60.3,82.26,350.0,370.95,123.46,11359.6,11355.05,11381.15,11251.7,11218.6,11278.0,11298.15,11185.15
ROSSARI BIOTECH,EQ,ROSSARI,2020-07-13,2020-07-15,425,423,2,2020-07-23,496.25,2207.0,3851.34,74.51,-21.07,2020-07-13,425.0,34.83,236.79,6.2,55.11,669.25,741.65,74.51,10851.85,10802.7,10894.05,10756.05,10701.0,10618.2,10827.45,10577.75
SBI CARDS AND PAYMENT SERVICES,EQ,SBICARD,2020-03-02,2020-03-05,755,750,5,2020-03-16,10340.79,70891.24,63980.52,-9.75,28.35,2020-03-02,755.0,23.41,43.42,2.17,19.21,661.0,681.4,-9.75,11387.35,11132.75,11433.0,11036.25,11306.05,11269.0,11389.5,11244.6
PRINCE PIPES AND FITTINGS,EQ,PRINCEPIPE,2019-12-18,2019-12-20,178,177,1,2019-12-30,500.0,1958.46,1836.33,-6.24,51.14,2019-12-18,178.0,2.02,0.52,1.63,1.66,160.0,166.9,-6.24,12197.0,12221.65,12237.7,12163.45,12266.45,12271.8,12293.9,12252.75
UJJIVAN SMALL FINANCE BANK,EQ,UJJIVANSFB,2019-12-02,2019-12-04,37,36,1,2019-12-12,745.95,6394.43,9669.41,51.22,-5.24,2019-12-02,37.0,46.3,473.33,45.29,99.61,58.75,55.95,51.22,12137.05,12048.2,12137.15,12023.7,11969.95,12043.2,12054.7,11935.3
CSB BANK,EQ,CSBBANK,2019-11-22,2019-11-26,195,193,2,2019-12-04,409.68,3382.39,5204.54,53.87,30.03,2019-11-22,195.0,25.52,164.27,40.98,47.88,275.0,300.05,53.87,11967.3,11914.4,11968.1,11883.5,12110.2,12037.7,12132.45,12006.35
INDIAN RAILWAY CATERING AND TOURISM CORPORATION,EQ,IRCTC,2019-09-30,2019-10-03,320,315,5,2019-10-14,637.97,5120.0,11644.0,127.42,-7.35,2019-09-30,320.0,105.55,351.03,13.28,109.21,626.0,727.75,127.42,11491.15,11474.45,11508.25,11390.8,11322.25,11314.0,11370.4,11257.35
AFFLE INDIA,EQ,AFFLE,2019-07-29,2019-07-31,745,740,5,2019-08-08,459.0,1899.48,2227.49,17.27,92.96,2019-07-29,745.0,22.57,198.34,10.23,47.7,926.0,873.65,17.27,11307.5,11189.2,11310.95,11152.4,11034.05,11118.0,11145.3,10999.4
INDIAMART INTERMESH,EQ,INDIAMART,2019-06-24,2019-06-26,973,970,3,2019-07-04,475.49,2799.79,3746.34,33.81,71.44,2019-06-24,973.0,12.95,62.08,13.15,20.31,1180.0,1301.95,33.81,11725.8,11699.65,11754.0,11670.2,11768.15,11847.55,11871.85,11757.55
POLYCAB INDIA,EQ,POLYCAB,2019-04-05,2019-04-09,538,533,5,2019-04-16,1345.26,7997.15,9733.33,21.71,1011.26,2019-04-05,538.0,37.88,108.64,4.36,36.51,633.0,654.8,21.71,11638.4,11665.95,11689.65,11609.5,11612.05,11671.95,11683.9,11569.7
METROPOLIS HEALTHCARE,EQ,METROPOLIS,2019-04-03,2019-04-05,880,877,3,2019-04-15,1204.29,4415.72,4816.4,9.07,99.41,2019-04-03,880.0,4.19,2.75,2.05,3.68,958.0,959.85,9.07,11735.3,11643.95,11761.0,11629.15,11638.4,11665.95,11689.65,11609.5
RAIL VIKAS NIGAM,EQ,RVNL,2019-03-29,2019-04-03,19,17,2,2019-04-11,476.86,3961.54,3971.96,0.26,1547.77,2019-03-29,19.0,1.36,0.67,2.64,1.7,19.0,19.05,0.26,11625.45,11623.9,11630.35,11570.15,11735.3,11643.95,11761.0,11629.15
MSTC,EQ,MSTCLTD,2019-03-13,2019-03-20,128,120,8,2019-03-29,211.04,844.8,802.21,-5.04,313.34,2019-03-13,120.0,1.13,1.69,2.65,1.36,115.0,113.95,-5.04,11326.2,11341.7,11352.3,11276.6,11553.35,11521.05,11556.1,11503.1
CHALET HOTELS,EQ,CHALET,2019-01-29,2019-01-31,280,275,5,2019-02-07,1641.18,5740.67,5980.55,4.18,208.6,2019-01-29,280.0,2.51,0.99,0.02,1.41,291.0,291.7,4.18,10653.7,10652.2,10690.35,10583.65,10690.55,10830.95,10838.05,10678.55
AAVAS FINANCIERS,EQ,AAVAS,2018-09-25,2018-09-27,821,818,3,2018-10-08,1640.32,6420.34,6055.53,-5.68,102.65,2018-09-25,821.0,1.76,0.14,0.2,0.97,750.0,774.35,-5.68,10969.95,11067.45,11080.6,10882.85,11079.8,10977.55,11089.45,10953.35
GARDEN REACH SHIPBUILDERS & ENGINEERS,EQ,GRSE,2018-09-24,2018-10-01,118,114,4,2018-10-10,343.59,1351.71,1183.32,-12.46,2174.93,2018-09-24,118.0,1.81,0.3,0.21,1.01,102.5,103.3,-12.46,11164.4,10967.4,11170.15,10943.6,10930.9,11008.3,11035.65,10821.55
IRCON INTERNATIONAL,EQ,IRCON,2018-09-17,2018-09-19,475,470,5,2018-09-28,466.93,4467.45,3905.96,-12.57,-62.16,2018-09-17,475.0,12.28,3.73,9.46,9.52,412.0,415.3,-12.57,11464.95,11377.75,11464.95,11366.9,11326.65,11234.35,11332.05,11210.9
HDFC ASSET MANAGEMENT COMPANY,EQ,HDFCAMC,2018-07-25,2018-07-27,1100,1095,5,2018-08-06,2800.33,23318.77,38496.11,65.09,47.29,2018-07-25,1100.0,77.51,194.39,6.22,61.39,1726.25,1815.95,65.09,11148.4,11132.0,11157.15,11113.25,11232.75,11278.35,11283.4,11210.25
TCNS CLOTHING CO.,EQ,TCNSBRANDS,2018-07-18,2018-07-20,716,714,2,2018-07-30,1125.13,4390.38,4041.78,-7.94,-11.41,2018-07-18,716.0,6.09,4.89,0.53,3.96,716.0,659.15,-7.94,11060.2,10980.45,11076.2,10956.3,10963.5,11010.2,11030.25,10946.2
VARROC ENGINEERING,EQ,VARROC,2018-06-26,2018-06-28,967,965,2,2018-07-06,1955.18,13036.27,13984.67,7.28,-37.33,2018-06-26,967.0,4.27,1.51,0.87,2.65,1015.0,1037.35,7.28,10742.7,10769.15,10805.25,10732.55,10660.8,10589.1,10674.2,10557.7
FINE ORGANIC INDUSTRIES,EQ,FINEORG,2018-06-20,2018-06-22,783,780,3,2018-07-02,600.17,2400.68,2522.7,5.08,435.88,2018-06-20,783.0,6.46,18.75,1.51,6.57,815.0,822.8,5.08,10734.65,10772.05,10781.8,10724.05,10742.7,10821.85,10837.0,10710.45
RITES,EQ,RITES,2018-06-20,2018-06-22,185,180,5,2018-07-02,460.51,3700.0,4266.0,15.3,6.54,2018-06-20,185.0,71.97,192.55,14.87,66.77,190.0,213.3,15.3,10734.65,10772.05,10781.8,10724.05,10742.7,10821.85,10837.0,10710.45
INDOSTAR CAPITAL FINANCE,EQ,INDOSTAR,2018-05-09,2018-05-11,572,570,2,2018-05-21,1844.0,5213.15,5341.65,2.47,-58.63,2018-05-09,572.0,6.75,7.85,1.4,5.04,600.0,586.1,2.47,10693.35,10741.7,10766.25,10689.85,10741.95,10806.5,10812.05,10724.45
LEMON TREE HOTELS,EQ,LEMONTREE,2018-03-26,2018-03-28,56,54,2,2018-04-09,1038.68,4403.91,5634.65,27.95,127.36,2018-03-26,56.0,2.18,0.11,0.1,1.14,61.6,71.65,27.95,9989.15,10130.65,10143.5,9958.55,10143.6,10113.7,10158.35,10096.9
MISHRA DHATU NIGAM,EQ,MIDHANI,2018-03-21,2018-03-23,90,87,3,2018-04-04,435.02,1686.06,1687.0,0.06,233.76,2018-03-21,90.0,1.96,0.11,0.66,1.19,87.0,90.05,0.06,10181.95,10155.25,10227.3,10132.95,9968.8,9998.05,10027.7,9951.9
SANDHAR TECHNOLOGIES,EQ,SANDHAR,2018-03-19,2018-03-21,332,327,5,2018-04-02,512.48,1998.33,1939.04,-2.97,74.17,2018-03-19,332.0,6.43,6.18,1.3,4.59,346.1,322.15,-2.97,10215.35,10094.25,10224.55,10075.3,10181.95,10155.25,10227.3,10132.95
HINDUSTAN AERONAUTICS,EQ,HAL,2018-03-16,2018-03-20,1240,1215,25,2018-03-28,4063.31,40628.08,37881.09,-6.76,279.79,2018-03-16,1215.0,1.74,0.03,0.36,0.98,1152.0,1132.85,-6.76,10345.15,10195.15,10346.3,10180.25,10051.55,10124.35,10155.65,10049.1
KARDA CONSTRUCTIONS,EQ,KARDA,2018-03-16,2018-03-21,180,175,5,2018-04-02,77.4,221.4,175.64,-20.67,-99.78,2018-03-16,180.0,1.55,0.49,1.89,1.3,136.0,142.8,-20.67,10345.15,10195.15,10346.3,10180.25,10181.95,10155.25,10227.3,10132.95
BANDHAN BANK,EQ,BANDHANBNK,2018-03-15,2018-03-19,375,370,5,2018-03-27,4473.02,44730.19,56878.9,27.16,-68.63,2018-03-15,375.0,16.08,13.81,1.14,10.51,499.0,476.85,27.16,10405.45,10360.15,10420.0,10346.2,10215.35,10094.25,10224.55,10075.3
BHARAT DYNAMICS,EQ,BDL,2018-03-13,2018-03-15,428,413,15,2018-03-23,952.25,7844.44,7144.3,-8.93,261.7,2018-03-13,428.0,1.5,0.44,1.33,1.26,370.0,389.8,-8.93,10389.5,10426.85,10478.6,10377.85,10405.45,10360.15,10420.0,10346.2
H.G.INFRA ENGINEERING,EQ,HGINFRA,2018-02-26,2018-02-28,270,263,7,2018-03-09,462.0,1759.62,1744.96,-0.83,182.58,2018-02-26,270.0,3.96,4.64,2.95,3.71,270.0,267.75,-0.83,10526.55,10582.6,10592.95,10520.2,10488.95,10492.85,10535.5,10461.55
ASTER DM HEALTHCARE,EQ,ASTERDM,2018-02-12,2018-02-15,190,180,10,2018-02-26,980.14,9599.32,9172.4,-4.45,241.7,2018-02-12,190.0,1.36,0.7,1.11,1.17,183.0,181.55,-4.45,10518.2,10539.75,10555.5,10485.4,10537.9,10545.5,10618.1,10511.05
GALAXY SURFACTANTS,EQ,GALAXYSURF,2018-01-29,2018-01-31,1480,1470,10,2018-02-08,937.09,5247.3,6028.9,14.9,16.87,2018-01-29,1480.0,22.35,6.63,5.7,14.17,1525.0,1700.45,14.9,11079.35,11130.4,11171.55,11075.95,11018.8,11027.7,11058.5,10979.3
AMBER ENTERPRISES INDIA,EQ,AMBER,2018-01-17,2018-01-19,859,855,4,2018-01-30,599.6,2701.26,3915.88,44.97,432.1,2018-01-17,859.0,68.59,518.3,11.09,115.1,1175.0,1245.25,44.97,10702.45,10788.55,10803.0,10666.75,10829.2,10894.7,10906.85,10793.9
NEWGEN SOFTWARE TECHNOLOGIES,EQ,NEWGEN,2018-01-16,2018-01-18,245,240,5,2018-01-29,424.62,1696.27,1747.51,3.02,239.58,2018-01-16,245.0,6.92,5.38,4.93,5.99,254.1,252.4,3.02,10761.5,10700.45,10762.35,10687.85,10873.4,10817.0,10887.5,10782.4
ASTRON PAPER & BOARD MILLS,EQ,ASTRON,2017-12-15,2017-12-20,50,45,5,2017-12-29,69.83,232.5,561.49,141.5,-94.86,2017-12-15,50.0,102.92,394.14,74.37,240.58,115.0,120.75,141.5,10345.65,10333.25,10373.1,10319.65,10494.4,10444.2,10494.45,10437.15
FUTURE SUPPLY CHAIN SOLUTIONS,EQ,FSC,2017-12-06,2017-12-08,664,660,4,2017-12-18,649.7,2659.73,2749.26,3.37,-99.57,2017-12-06,664.0,5.62,11.06,3.09,5.55,664.0,686.35,3.37,10088.8,10044.1,10104.2,10033.35,10198.45,10265.65,10270.85,10195.25
